PLAYER_NAME,SHOT_MADE_FLAG,LOC_X,LOC_Y,high_pres
Dwyane Wade,1,109.0,46.0,0
Goran Dragic,1,-47.0,62.0,1
Zach LaVine,0,-47.0,11.0,1
Luol Deng,0,-1.0,11.0,0
Goran Dragic,0,73.0,149.0,1
Kevin Martin,1,6.0,-5.0,0
Justise Winslow,1,-71.0,46.0,1
Shabazz Muhammad,1,0.0,1.0,1
Gorgui Dieng,0,-120.0,156.0,1
Nemanja Bjelica,0,-14.0,259.0,1
Dwyane Wade,1,130.0,124.0,1
Karl-Anthony Towns,0,74.0,195.0,1
Shabazz Muhammad,0,-99.0,41.0,1
Gorgui Dieng,1,-30.0,11.0,0
Nemanja Bjelica,1,-22.0,244.0,0
Dwyane Wade,1,-102.0,174.0,1
Gorgui Dieng,1,4.0,7.0,0
Andrew Wiggins,0,-11.0,26.0,1
Shabazz Muhammad,0,-240.0,11.0,1
Luol Deng,0,15.0,7.0,1
Ricky Rubio,0,-117.0,156.0,1
Andrew Wiggins,1,0.0,1.0,1
Tyler Johnson,0,213.0,124.0,1
Andrew Wiggins,0,132.0,164.0,1
Adreian Payne,1,-70.0,18.0,1
Gorgui Dieng,1,-2.0,100.0,0
Al Jefferson,1,-24.0,75.0,0
Zaza Pachulia,1,0.0,1.0,0
Al Jefferson,1,-1.0,11.0,0
Raymond Felton,0,94.0,224.0,0
Kemba Walker,0,-122.0,46.0,0
Deron Williams,1,-20.0,-1.0,0
Zaza Pachulia,1,-56.0,129.0,0
Al Jefferson,1,-14.0,2.0,0
Nicolas Batum,1,-1.0,61.0,0
Zaza Pachulia,0,0.0,1.0,0
Zaza Pachulia,0,-2.0,8.0,0
Al Jefferson,0,-142.0,90.0,0
Wesley Matthews,0,-181.0,175.0,0
Nicolas Batum,0,-35.0,242.0,0
Deron Williams,1,22.0,41.0,0
Marvin Williams,0,14.0,16.0,0
PJ Hairston,0,212.0,126.0,0
Deron Williams,1,15.0,-6.0,0
Nicolas Batum,0,184.0,2.0,0
Dirk Nowitzki,1,-125.0,23.0,0
Al Jefferson,1,10.0,-5.0,0
Charlie Villanueva,0,127.0,16.0,0
Al Jefferson,1,-102.0,23.0,0
Raymond Felton,1,-14.0,242.0,0
PJ Hairston,1,-96.0,174.0,0
Cody Zeller,1,-4.0,-6.0,0
Charlie Villanueva,0,-132.0,213.0,0
J.J. Barea,1,60.0,21.0,0
Nicolas Batum,1,-88.0,185.0,0
Nicolas Batum,0,-83.0,224.0,0
Dwight Powell,0,50.0,21.0,0
Nicolas Batum,1,2.0,16.0,0
Dwight Powell,1,-22.0,174.0,0
Jeremy Lin,1,104.0,100.0,0
Dwight Powell,0,-2.0,46.0,0
Dirk Nowitzki,1,148.0,31.0,0
Jeremy Lamb,1,69.0,120.0,0
Cody Zeller,1,0.0,1.0,0
Dirk Nowitzki,0,-40.0,87.0,0
Spencer Hawes,0,238.0,0.0,0
Jeremy Lamb,1,-1.0,0.0,0
Marvin Williams,1,-1.0,-6.0,1
Dwight Powell,1,0.0,1.0,0
Wesley Matthews,1,-215.0,116.0,0
Dirk Nowitzki,1,-88.0,154.0,0
Jeremy Lamb,0,-48.0,56.0,0
Spencer Hawes,0,-1.0,70.0,0
Devin Harris,0,-30.0,21.0,0
Dwight Powell,1,0.0,1.0,0
Al Jefferson,0,56.0,82.0,0
Kemba Walker,1,-12.0,2.0,0
Wesley Matthews,1,-228.0,21.0,0
Dwight Powell,0,112.0,164.0,0
Raymond Felton,1,-27.0,183.0,0
Spencer Hawes,0,-184.0,16.0,0
PJ Hairston,1,58.0,8.0,0
Kemba Walker,0,15.0,-5.0,0
Al Jefferson,1,-27.0,2.0,0
Chandler Parsons,1,-124.0,178.0,0
Al Jefferson,1,-52.0,7.0,0
Kemba Walker,1,73.0,46.0,0
Dirk Nowitzki,0,0.0,198.0,0
Marvin Williams,0,60.0,26.0,0
Deron Williams,0,-168.0,175.0,0
Nicolas Batum,0,-204.0,134.0,0
Deron Williams,1,45.0,7.0,0
Chandler Parsons,0,-27.0,9.0,0
Dirk Nowitzki,0,-197.0,159.0,0
Kemba Walker,0,-109.0,43.0,0
Chandler Parsons,0,228.0,70.0,0
Al Jefferson,1,-109.0,62.0,0
Dirk Nowitzki,0,-112.0,51.0,0
Marvin Williams,1,-233.0,13.0,0
Deron Williams,0,-94.0,95.0,0
Raymond Felton,0,-4.0,223.0,0
Deron Williams,0,107.0,115.0,0
Kemba Walker,1,19.0,-1.0,0
Chandler Parsons,0,235.0,51.0,0
Al Jefferson,1,-11.0,-5.0,0
Wesley Matthews,0,-119.0,223.0,0
Cody Zeller,0,24.0,7.0,0
Dwight Powell,1,0.0,1.0,0
Nicolas Batum,0,-17.0,7.0,0
Al Jefferson,1,-4.0,7.0,0
Zaza Pachulia,1,17.0,7.0,0
Al Jefferson,1,0.0,13.0,0
Zaza Pachulia,1,148.0,7.0,0
Cody Zeller,1,0.0,1.0,0
Dwight Powell,0,-22.0,2.0,0
Jeremy Lamb,0,145.0,51.0,0
Jeremy Lamb,0,-184.0,178.0,0
Nicolas Batum,0,-166.0,188.0,0
Dwight Powell,0,-160.0,21.0,1
Jeremy Lamb,1,-17.0,80.0,1
Charlie Villanueva,0,225.0,7.0,1
Marvin Williams,1,-201.0,131.0,1
Dwight Powell,1,0.0,1.0,1
Jeremy Lamb,1,-20.0,0.0,1
Chandler Parsons,0,223.0,100.0,1
Jeremy Lin,0,-43.0,13.0,1
Dwight Powell,0,-24.0,7.0,1
Jeremy Lin,1,30.0,7.0,1
Jeremy Lamb,1,140.0,208.0,1
Cody Zeller,1,0.0,1.0,1
Raymond Felton,1,-1.0,-6.0,1
Kemba Walker,0,-201.0,134.0,1
Deron Williams,1,17.0,-1.0,1
Al Jefferson,1,-17.0,-1.0,1
Al Jefferson,1,-130.0,23.0,1
Marvin Williams,1,102.0,13.0,1
Dirk Nowitzki,1,-102.0,134.0,1
Kemba Walker,0,225.0,16.0,1
Al Jefferson,0,-158.0,8.0,1
Justin Anderson,0,-143.0,38.0,1
John Jenkins,0,-88.0,41.0,1
John Jenkins,0,-22.0,188.0,1
Brian Roberts,0,-6.0,105.0,1
Tyler Hansbrough,0,-16.0,21.0,1
Charlie Villanueva,1,-38.0,237.0,1
Troy Daniels,0,233.0,51.0,1
Charlie Villanueva,1,17.0,2.0,1
Troy Daniels,0,-38.0,121.0,1
Rudy Gobert,0,-24.0,16.0,0
Rudy Gobert,0,-24.0,2.0,0
Kenneth Faried,1,-24.0,31.0,0
Derrick Favors,1,-17.0,-1.0,0
Emmanuel Mudiay,0,-65.0,129.0,0
Gordon Hayward,1,-9.0,139.0,0
Kenneth Faried,1,-29.0,7.0,0
Raul Neto,1,-215.0,65.0,0
Gary Harris,1,-48.0,139.0,0
Derrick Favors,0,-40.0,124.0,0
JJ Hickson,1,-6.0,100.0,0
Emmanuel Mudiay,1,202.0,134.0,0
Gordon Hayward,0,99.0,223.0,0
Emmanuel Mudiay,0,-112.0,139.0,0
JJ Hickson,1,-1.0,11.0,0
Rudy Gobert,0,-2.0,36.0,0
Danilo Gallinari,0,9.0,36.0,0
Rudy Gobert,0,0.0,1.0,0
Kenneth Faried,1,-12.0,11.0,0
Derrick Favors,0,-17.0,3.0,0
Derrick Favors,1,-24.0,16.0,0
Derrick Favors,0,166.0,7.0,0
JJ Hickson,0,-1.0,51.0,0
Alec Burks,0,-6.0,85.0,0
Kenneth Faried,0,-11.0,11.0,0
Rudy Gobert,1,-1.0,16.0,0
Trevor Booker,0,-153.0,7.0,0
Chris Johnson,1,227.0,-5.0,0
Trey Burke,1,120.0,213.0,0
Will Barton,1,6.0,3.0,0
Nikola Jokic,1,24.0,31.0,0
Nikola Jokic,0,-40.0,105.0,0
Nikola Jokic,0,14.0,11.0,0
Derrick Favors,0,-135.0,7.0,0
Will Barton,1,20.0,11.0,0
Danilo Gallinari,0,17.0,18.0,0
Danilo Gallinari,1,14.0,11.0,0
Rodney Hood,0,241.0,18.0,0
Alec Burks,0,-120.0,16.0,0
Alec Burks,1,-232.0,21.0,0
Randy Foye,0,-232.0,8.0,0
Gordon Hayward,1,32.0,193.0,0
JJ Hickson,0,2.0,61.0,0
JJ Hickson,1,9.0,16.0,0
Gordon Hayward,0,230.0,2.0,0
Gary Harris,0,17.0,11.0,0
Alec Burks,1,4.0,154.0,0
Trey Burke,0,215.0,134.0,0
Emmanuel Mudiay,0,-199.0,160.0,0
Danilo Gallinari,1,-58.0,164.0,0
Raul Neto,0,-53.0,85.0,0
Emmanuel Mudiay,0,19.0,11.0,0
Danilo Gallinari,1,1.0,7.0,0
Gordon Hayward,1,9.0,16.0,0
Gary Harris,0,-61.0,164.0,0
Alec Burks,0,10.0,2.0,0
Emmanuel Mudiay,1,-1.0,203.0,0
Emmanuel Mudiay,0,37.0,51.0,0
Danilo Gallinari,1,15.0,2.0,0
JJ Hickson,1,0.0,1.0,0
Joe Ingles,1,-4.0,11.0,0
Trey Lyles,1,15.0,2.0,0
Gordon Hayward,1,1.0,-1.0,0
Gordon Hayward,0,1.0,120.0,0
Trey Burke,0,-125.0,7.0,0
Alec Burks,1,-32.0,18.0,0
Joe Ingles,1,-237.0,7.0,0
Randy Foye,0,-14.0,269.0,0
Will Barton,0,-1.0,26.0,0
Will Barton,1,-24.0,124.0,0
Trevor Booker,1,-22.0,3.0,0
Randy Foye,1,-241.0,21.0,0
Trevor Booker,1,-14.0,7.0,0
Trevor Booker,1,17.0,7.0,0
Will Barton,0,-205.0,146.0,0
Danilo Gallinari,0,181.0,164.0,0
Trey Burke,0,238.0,11.0,0
Trey Burke,1,1.0,16.0,0
Jameer Nelson,0,-217.0,149.0,0
Gordon Hayward,1,176.0,164.0,0
Rudy Gobert,1,0.0,1.0,0
Gordon Hayward,1,0.0,1.0,1
Danilo Gallinari,0,-12.0,8.0,1
Rodney Hood,0,-1.0,195.0,1
Gary Harris,1,128.0,218.0,0
Alec Burks,0,19.0,126.0,0
Rodney Hood,0,-240.0,8.0,0
Rodney Hood,1,-19.0,7.0,0
Rudy Gobert,0,-24.0,7.0,0
Rudy Gobert,0,19.0,0.0,0
Trey Lyles,0,168.0,23.0,0
Mike Miller,0,115.0,224.0,0
Trey Lyles,0,-12.0,9.0,0
Trey Lyles,1,9.0,18.0,0
Al-Farouq Aminu,1,-29.0,0.0,0
Courtney Lee,0,-7.0,70.0,0
Damian Lillard,0,-181.0,3.0,0
Courtney Lee,1,-222.0,111.0,0
Mason Plumlee,1,-14.0,-11.0,0
Mike Conley,0,22.0,121.0,0
Mason Plumlee,1,0.0,1.0,0
Meyers Leonard,1,15.0,11.0,0
Mike Conley,0,-34.0,7.0,0
Marc Gasol,1,0.0,1.0,0
Damian Lillard,1,-24.0,2.0,0
Mike Conley,0,56.0,11.0,0
Allen Crabbe,0,-4.0,193.0,0
Zach Randolph,1,45.0,82.0,0
Noah Vonleh,1,-11.0,149.0,0
Mason Plumlee,0,19.0,11.0,0
Tony Allen,0,94.0,160.0,0
Marc Gasol,0,-37.0,7.0,0
Marc Gasol,1,-4.0,21.0,0
Damian Lillard,0,150.0,18.0,0
Zach Randolph,0,-47.0,13.0,0
JaMychal Green,1,-96.0,139.0,0
Allen Crabbe,0,42.0,188.0,0
Zach Randolph,1,-42.0,185.0,0
JaMychal Green,0,-24.0,21.0,0
Ed Davis,1,-25.0,-1.0,0
Jeff Green,0,107.0,139.0,0
Meyers Leonard,1,0.0,1.0,0
Jeff Green,1,81.0,154.0,0
Matt Barnes,0,-89.0,237.0,0
Damian Lillard,0,-20.0,7.0,0
Courtney Lee,1,6.0,8.0,0
Damian Lillard,1,-17.0,-6.0,0
Marc Gasol,0,-130.0,115.0,0
Maurice Harkless,0,-32.0,41.0,0
CJ McCollum,1,-230.0,2.0,0
Jeff Green,0,-70.0,0.0,0
Zach Randolph,1,19.0,13.0,0
Al-Farouq Aminu,0,53.0,100.0,0
Mike Conley,1,-47.0,97.0,0
CJ McCollum,0,-6.0,183.0,0
Mason Plumlee,1,0.0,1.0,0
Damian Lillard,0,-99.0,237.0,0
Courtney Lee,0,-241.0,13.0,0
Courtney Lee,1,-210.0,2.0,0
Tony Allen,1,-210.0,56.0,0
CJ McCollum,1,20.0,31.0,0
Zach Randolph,1,-129.0,134.0,0
Meyers Leonard,1,184.0,7.0,0
Tony Allen,1,2.0,11.0,0
Mason Plumlee,0,20.0,16.0,0
CJ McCollum,0,163.0,11.0,0
Marc Gasol,1,-16.0,3.0,0
Mason Plumlee,1,4.0,-1.0,0
Marc Gasol,0,-14.0,198.0,0
Damian Lillard,0,-1.0,247.0,0
Marc Gasol,0,-130.0,36.0,0
Maurice Harkless,1,0.0,1.0,0
Damian Lillard,0,14.0,11.0,0
Courtney Lee,0,-238.0,7.0,0
Matt Barnes,1,24.0,21.0,0
Al-Farouq Aminu,1,1.0,242.0,0
Courtney Lee,1,25.0,3.0,0
Marc Gasol,0,-106.0,7.0,0
Al-Farouq Aminu,1,27.0,18.0,0
Zach Randolph,1,-20.0,2.0,0
Ed Davis,1,9.0,56.0,0
Maurice Harkless,1,0.0,1.0,0
Brandan Wright,1,-29.0,3.0,0
Maurice Harkless,1,-1.0,7.0,0
CJ McCollum,1,-119.0,139.0,0
Allen Crabbe,1,-66.0,200.0,0
Mike Conley,1,63.0,120.0,0
CJ McCollum,0,-117.0,144.0,0
Ed Davis,0,0.0,21.0,0
Al-Farouq Aminu,0,15.0,23.0,0
CJ McCollum,0,30.0,7.0,0
Ed Davis,1,-17.0,7.0,0
Courtney Lee,0,-233.0,3.0,0
Zach Randolph,0,-65.0,8.0,0
Marc Gasol,1,-16.0,7.0,0
Noah Vonleh,0,-230.0,16.0,0
Chris Kaman,0,33.0,7.0,0
Chris Kaman,0,-155.0,7.0,0
Noah Vonleh,0,25.0,16.0,0
Brandan Wright,0,-16.0,110.0,0
DeMarre Carroll,1,-6.0,8.0,0
Kyle Lowry,0,1.0,21.0,0
Jonas Valanciunas,0,-4.0,13.0,0
Tobias Harris,0,-14.0,11.0,0
Luis Scola,1,-4.0,11.0,0
DeMarre Carroll,0,-84.0,2.0,0
Victor Oladipo,1,-4.0,100.0,0
Evan Fournier,0,17.0,21.0,0
Aaron Gordon,0,3.0,15.0,0
Tobias Harris,1,-17.0,16.0,0
Evan Fournier,0,-4.0,16.0,0
Channing Frye,1,-232.0,7.0,0
DeMarre Carroll,0,-14.0,7.0,0
Terrence Ross,0,186.0,151.0,0
Bismack Biyombo,0,-17.0,52.0,0
Channing Frye,1,-74.0,178.0,0
Cory Joseph,1,148.0,80.0,0
Cory Joseph,0,161.0,185.0,0
C.J. Watson,0,-70.0,105.0,0
Patrick Patterson,0,117.0,31.0,0
Luis Scola,1,-243.0,2.0,0
Evan Fournier,0,-17.0,16.0,0
Kyle Lowry,0,-16.0,56.0,0
Patrick Patterson,0,0.0,1.0,0
Cory Joseph,1,-7.0,21.0,0
Elfrid Payton,0,-12.0,21.0,0
Aaron Gordon,1,0.0,1.0,0
Victor Oladipo,0,-29.0,31.0,0
Kyle Lowry,0,-237.0,21.0,0
Tobias Harris,1,-2.0,3.0,0
Luis Scola,0,132.0,169.0,0
Victor Oladipo,1,63.0,65.0,0
Kyle Lowry,0,17.0,18.0,0
Luis Scola,0,-11.0,21.0,0
Dewayne Dedmon,1,0.0,1.0,0
Luis Scola,0,9.0,85.0,0
Mario Hezonja,1,-14.0,7.0,0
Jonas Valanciunas,1,-16.0,11.0,0
Jonas Valanciunas,1,9.0,21.0,0
Dewayne Dedmon,1,0.0,1.0,0
DeMar DeRozan,1,117.0,8.0,0
DeMar DeRozan,1,0.0,1.0,0
Luis Scola,0,-11.0,36.0,0
Shabazz Napier,0,14.0,16.0,0
Luis Scola,0,1.0,41.0,0
Jonas Valanciunas,0,30.0,18.0,0
Aaron Gordon,0,-235.0,7.0,0
Shabazz Napier,1,127.0,210.0,0
Mario Hezonja,0,-238.0,36.0,0
Aaron Gordon,1,-174.0,188.0,0
Jonas Valanciunas,1,1.0,11.0,0
C.J. Watson,1,225.0,2.0,0
Aaron Gordon,0,-42.0,36.0,0
DeMar DeRozan,1,107.0,159.0,0
C.J. Watson,1,45.0,61.0,0
Tobias Harris,1,101.0,160.0,0
C.J. Watson,1,-14.0,8.0,0
Bismack Biyombo,0,-4.0,134.0,0
Victor Oladipo,0,0.0,16.0,0
Shabazz Napier,0,135.0,232.0,0
DeMar DeRozan,0,-14.0,7.0,0
DeMar DeRozan,0,-43.0,75.0,0
DeMar DeRozan,0,-12.0,21.0,0
Tobias Harris,1,10.0,16.0,0
Kyle Lowry,0,-153.0,224.0,0
Dewayne Dedmon,1,0.0,1.0,0
Cory Joseph,1,-66.0,111.0,0
Bradley Beal,1,1.0,-1.0,0
Amir Johnson,1,0.0,1.0,0
Otto Porter Jr.,0,123.0,223.0,0
John Wall,1,-7.0,3.0,0
Bradley Beal,1,12.0,8.0,0
Otto Porter Jr.,1,-165.0,46.0,0
Jae Crowder,1,19.0,2.0,0
Marcin Gortat,1,-17.0,-6.0,0
Jared Sullinger,1,15.0,2.0,0
Amir Johnson,1,6.0,2.0,0
Kris Humphries,0,230.0,-1.0,0
Isaiah Thomas,0,-43.0,7.0,0
Amir Johnson,0,-132.0,219.0,0
Bradley Beal,0,-53.0,174.0,0
Marcin Gortat,1,14.0,7.0,0
Jared Sullinger,1,82.0,208.0,0
Marcin Gortat,1,-16.0,2.0,0
Isaiah Thomas,1,9.0,3.0,0
Evan Turner,1,61.0,72.0,0
Jared Sullinger,0,71.0,239.0,0
Nene,1,27.0,-6.0,0
Isaiah Thomas,1,-14.0,0.0,0
Ramon Sessions,0,-14.0,2.0,0
Jae Crowder,1,10.0,7.0,0
Ramon Sessions,0,12.0,7.0,0
Isaiah Thomas,1,-12.0,3.0,0
Bradley Beal,1,135.0,126.0,0
Kelly Olynyk,1,0.0,-1.0,0
Ramon Sessions,0,-109.0,144.0,0
Nene,0,4.0,-6.0,0
John Wall,1,-16.0,2.0,0
David Lee,1,1.0,2.0,0
Jared Dudley,0,-30.0,239.0,0
Evan Turner,1,105.0,100.0,0
Kelly Oubre Jr.,1,9.0,-5.0,0
Evan Turner,0,232.0,65.0,0
Jared Dudley,0,-223.0,16.0,0
Marcin Gortat,0,-11.0,2.0,0
Kelly Oubre Jr.,0,-45.0,26.0,0
Jared Dudley,1,191.0,9.0,0
Terry Rozier,1,-230.0,-1.0,0
Jared Sullinger,1,-2.0,56.0,0
Marcin Gortat,1,-22.0,-11.0,0
John Wall,0,15.0,0.0,0
Jared Sullinger,1,4.0,2.0,0
Marcin Gortat,0,-102.0,52.0,0
Isaiah Thomas,0,-1.0,-5.0,0
Jae Crowder,1,-4.0,-11.0,0
Otto Porter Jr.,0,177.0,174.0,0
John Wall,0,-4.0,-1.0,0
Otto Porter Jr.,0,235.0,7.0,0
Otto Porter Jr.,1,-178.0,36.0,0
John Wall,0,4.0,77.0,0
Amir Johnson,0,-5.0,14.0,0
Jae Crowder,0,14.0,7.0,0
Otto Porter Jr.,1,12.0,16.0,0
Jared Sullinger,0,6.0,61.0,0
Isaiah Thomas,0,-91.0,141.0,0
Marcin Gortat,0,24.0,2.0,0
Jared Sullinger,1,148.0,218.0,0
Jared Sullinger,1,164.0,203.0,0
Bradley Beal,0,-143.0,16.0,0
Isaiah Thomas,1,-2.0,11.0,0
Otto Porter Jr.,1,73.0,159.0,0
Kris Humphries,1,71.0,247.0,0
Isaiah Thomas,0,1.0,2.0,0
Bradley Beal,1,-14.0,2.0,0
Kelly Olynyk,1,202.0,165.0,0
Kelly Olynyk,1,46.0,252.0,0
Kelly Olynyk,0,233.0,2.0,0
Ramon Sessions,0,73.0,16.0,0
Kelly Olynyk,1,10.0,11.0,0
Kelly Olynyk,0,96.0,237.0,0
Evan Turner,1,-19.0,56.0,0
Jae Crowder,0,-81.0,239.0,0
Kelly Olynyk,0,9.0,11.0,0
John Wall,0,45.0,198.0,0
Bradley Beal,0,-9.0,7.0,0
Ramon Sessions,1,-12.0,7.0,0
Garrett Temple,0,-61.0,16.0,0
Tyler Zeller,0,61.0,28.0,0
Kelly Oubre Jr.,1,0.0,8.0,0
RJ Hunter,0,166.0,210.0,0
Jae Crowder,0,-104.0,31.0,0
Kelly Oubre Jr.,1,6.0,2.0,0
Terry Rozier,0,-212.0,115.0,0
Tyler Zeller,1,-58.0,26.0,0
RJ Hunter,0,-74.0,31.0,0
Jordan Mickey,1,14.0,-1.0,0
Ramon Sessions,0,-16.0,2.0,0
Tyler Zeller,1,-94.0,169.0,0
Terry Rozier,0,127.0,3.0,0
Tyler Zeller,1,0.0,7.0,0
Roy Hibbert,0,-97.0,154.0,0
Julius Randle,1,6.0,11.0,0
Joe Johnson,0,-11.0,90.0,0
Jarrett Jack,1,-34.0,56.0,0
Joe Johnson,1,14.0,-1.0,0
Julius Randle,1,-6.0,7.0,0
Brook Lopez,0,12.0,2.0,0
Kobe Bryant,0,-38.0,13.0,0
Kobe Bryant,0,-184.0,-11.0,0
Thaddeus Young,0,-1.0,26.0,0
Brook Lopez,1,4.0,21.0,0
Roy Hibbert,0,30.0,0.0,0
Jordan Clarkson,0,-42.0,95.0,0
D'Angelo Russell,0,-24.0,7.0,0
Brook Lopez,0,-27.0,-6.0,0
Brook Lopez,1,-30.0,2.0,0
Jordan Clarkson,1,79.0,21.0,0
Joe Johnson,1,-2.0,7.0,0
Bojan Bogdanovic,1,1.0,38.0,0
Brook Lopez,0,-38.0,51.0,0
Thomas Robinson,1,14.0,2.0,0
Lou Williams,1,17.0,2.0,0
Wayne Ellington,1,-1.0,228.0,0
Thomas Robinson,1,0.0,1.0,0
Nick Young,0,155.0,291.0,0
Thomas Robinson,0,-17.0,80.0,0
Thomas Robinson,1,-22.0,3.0,0
Larry Nance Jr.,1,-196.0,56.0,0
Joe Johnson,0,15.0,65.0,0
Kobe Bryant,1,-14.0,-6.0,0
Brook Lopez,0,45.0,106.0,0
Metta World Peace,0,-176.0,194.0,0
Thaddeus Young,0,-20.0,-10.0,0
Joe Johnson,0,-186.0,170.0,0
Jordan Clarkson,0,-11.0,267.0,0
D'Angelo Russell,0,0.0,16.0,0
Wayne Ellington,0,43.0,175.0,0
Tarik Black,1,0.0,1.0,0
Brook Lopez,1,-27.0,2.0,0
Brandon Bass,1,0.0,1.0,0
D'Angelo Russell,1,-117.0,228.0,0
Joe Johnson,1,28.0,52.0,0
Kobe Bryant,1,-135.0,-16.0,0
Julius Randle,1,9.0,72.0,0
D'Angelo Russell,1,-61.0,154.0,0
Brook Lopez,0,-148.0,21.0,0
Jordan Clarkson,0,-199.0,149.0,0
Thaddeus Young,1,0.0,1.0,0
D'Angelo Russell,1,17.0,3.0,0
Jordan Clarkson,1,28.0,3.0,0
Kobe Bryant,0,141.0,100.0,0
Joe Johnson,0,-215.0,110.0,0
Julius Randle,0,82.0,80.0,0
Thaddeus Young,1,-19.0,2.0,0
Jordan Clarkson,0,14.0,7.0,0
Brook Lopez,1,-7.0,16.0,0
Jordan Clarkson,0,69.0,252.0,0
Thaddeus Young,1,-20.0,7.0,0
Brook Lopez,0,-165.0,-11.0,0
Joe Johnson,0,12.0,80.0,0
Thaddeus Young,1,4.0,61.0,0
Lou Williams,0,-227.0,26.0,0
Joe Johnson,1,-117.0,129.0,0
Roy Hibbert,1,0.0,1.0,0
Thomas Robinson,0,-63.0,26.0,0
Metta World Peace,0,210.0,116.0,0
Thomas Robinson,1,22.0,-1.0,0
Jarrett Jack,0,60.0,72.0,0
Lou Williams,1,-47.0,82.0,0
Jarrett Jack,0,-235.0,-6.0,0
Bojan Bogdanovic,1,-235.0,36.0,0
Bojan Bogdanovic,0,-232.0,75.0,0
Nick Young,1,12.0,2.0,0
Jarrett Jack,0,112.0,131.0,0
Larry Nance Jr.,0,-22.0,2.0,0
Rondae Hollis-Jefferson,1,14.0,-1.0,0
Jordan Clarkson,1,14.0,61.0,0
Joe Johnson,0,240.0,-10.0,0
Julius Randle,0,15.0,56.0,0
Julius Randle,1,14.0,21.0,0
Jarrett Jack,0,9.0,80.0,0
Rondae Hollis-Jefferson,1,0.0,1.0,0
Jordan Clarkson,0,9.0,144.0,0
Joe Johnson,1,20.0,0.0,0
Julius Randle,1,-66.0,219.0,0
Timofey Mozgov,1,-11.0,41.0,0
Kevin Love,0,0.0,1.0,0
Jahlil Okafor,1,-22.0,11.0,0
Timofey Mozgov,1,-6.0,2.0,0
Jahlil Okafor,1,0.0,1.0,0
Timofey Mozgov,1,0.0,1.0,0
Kevin Love,1,-63.0,31.0,0
Hollis Thompson,1,-153.0,200.0,0
Richard Jefferson,1,240.0,0.0,0
Hollis Thompson,0,143.0,193.0,0
Richard Jefferson,0,-7.0,75.0,0
Hollis Thompson,0,232.0,-11.0,0
Nerlens Noel,1,0.0,1.0,0
Isaiah Canaan,1,-104.0,28.0,0
Nik Stauskas,1,43.0,31.0,0
Anderson Varejao,1,73.0,134.0,0
LeBron James,0,-135.0,7.0,0
Nik Stauskas,0,-132.0,214.0,0
LeBron James,1,-16.0,7.0,0
Jahlil Okafor,0,-22.0,7.0,0
Kevin Love,0,-13.0,7.0,0
Jahlil Okafor,1,-12.0,-1.0,0
Timofey Mozgov,1,-12.0,-1.0,0
LeBron James,1,0.0,1.0,0
Jerami Grant,1,0.0,1.0,0
Mo Williams,1,-184.0,-21.0,0
Richaun Holmes,1,0.0,1.0,0
Nerlens Noel,0,-7.0,82.0,0
LeBron James,1,-11.0,2.0,0
LeBron James,1,-153.0,198.0,0
T.J. McConnell,0,-219.0,129.0,0
LeBron James,0,-102.0,11.0,0
Nik Stauskas,1,227.0,-11.0,0
Kevin Love,1,-1.0,-6.0,0
LeBron James,0,-34.0,237.0,0
Isaiah Canaan,0,60.0,232.0,0
LeBron James,1,-169.0,178.0,0
Nerlens Noel,1,20.0,159.0,0
LeBron James,0,-2.0,26.0,0
Matthew Dellavedova,1,-217.0,80.0,0
JaKarr Sampson,0,63.0,11.0,0
Richaun Holmes,0,0.0,1.0,0
Matthew Dellavedova,0,-181.0,65.0,0
Richard Jefferson,0,-176.0,106.0,0
Mo Williams,0,-12.0,174.0,0
Mo Williams,0,223.0,95.0,0
Jahlil Okafor,1,4.0,2.0,0
Richard Jefferson,1,-7.0,-1.0,0
James Jones,0,123.0,208.0,0
Jahlil Okafor,1,-14.0,-1.0,0
LeBron James,1,-101.0,16.0,0
Isaiah Canaan,0,-132.0,2.0,0
Matthew Dellavedova,1,-222.0,18.0,0
LeBron James,1,153.0,75.0,0
Nik Stauskas,1,-1.0,-1.0,0
Richard Jefferson,1,-237.0,70.0,0
Richard Jefferson,1,0.0,1.0,0
Richard Jefferson,1,-14.0,0.0,0
Kevin Love,0,-246.0,100.0,0
Nerlens Noel,1,0.0,1.0,0
Jahlil Okafor,1,-153.0,2.0,0
Matthew Dellavedova,1,-25.0,-10.0,0
Kevin Love,1,-168.0,139.0,0
Tristan Thompson,1,-156.0,26.0,0
Nik Stauskas,1,-4.0,7.0,0
Mo Williams,0,-158.0,195.0,0
Isaiah Canaan,1,228.0,62.0,0
Robin Lopez,1,37.0,-6.0,0
Greg Monroe,1,14.0,38.0,0
Giannis Antetokounmpo,1,10.0,0.0,0
Robin Lopez,1,15.0,7.0,0
Carmelo Anthony,0,-219.0,124.0,0
Jabari Parker,1,30.0,47.0,0
Kristaps Porzingis,0,112.0,2.0,0
Giannis Antetokounmpo,0,33.0,11.0,0
John Henson,0,-17.0,21.0,0
Giannis Antetokounmpo,1,-12.0,2.0,0
Kristaps Porzingis,0,-6.0,-6.0,0
Jabari Parker,1,0.0,1.0,0
Giannis Antetokounmpo,0,22.0,2.0,0
Carmelo Anthony,1,38.0,7.0,0
Giannis Antetokounmpo,1,9.0,-1.0,0
